import_row_id,screening_title,description,legacy_credit_text,film_runtime,print_source,permission,location,date,datetime_one,datetime_two
event_90083,The Films of Jon Rubin  — John Rubin In Person,"“Celluloid, the raw material of cinema, provides the imagery for the films of Paul Sharits and Jon Rubin. In most films, the substance of celluloid is ‘invisible’ in the sense that it is the means by which the images are conveyed past the projector’s light beam. Images are printed on it. . . . Jon Rubin’s Lozenge Lickings (1974, 10 mins, silent) and The Catalog (1973–75, 16 mins, silent) focus attention on and derive imagery from the substance of celluloid itself.” —Whitney Museum of American Art. Jon Rubin, who is a fellow at the Center for Advanced Visual Studies at MIT, discusses these two films as having “grown from explorations into the physical nature of the gelatin and dye film emulsion. From a sense of having a restricted ‘palette’ due to the needs of a film industry oriented towards the mimicry of ‘realistic’ color I became involved with that stage of film production least within the filmmaker’s grasp: image development through photochemical processing. It is at this stage of any film production that a uniformly dense strip of celluloid and gelatin is transformed into form and color. My involvement with processing has given me an intuitive input into the filmmaking process in a way not normally possible after initial photography is complete. I attempt to avoid overly scientific and analytic methods to make a somewhat technological procedure more open-ended and revealing. I have become more aware of the organic nature of the film material. . . . When stressed, through the application of heated solutions and non-standard chemicals, an organic substructure is revealed. When a latent image is present, produced through prior photography, a co-existence of random and chosen forms compete and reinforce each other.”
Other films to be screened are: Soup Clerk (1972); No Heroes (1972, 7 mins), which is a single take of a fixed image (water), dealing with the subtle relation of image to sound; and Calves’ Ears (1975, 25 mins, silent). ","(1973–75, 16 mins, silent)",16,,,PFA Theater,1977-03-21,1977-03-21T21:30,
event_90084,The Films of Jon Rubin  — John Rubin In Person,"“Celluloid, the raw material of cinema, provides the imagery for the films of Paul Sharits and Jon Rubin. In most films, the substance of celluloid is ‘invisible’ in the sense that it is the means by which the images are conveyed past the projector’s light beam. Images are printed on it. . . . Jon Rubin’s Lozenge Lickings (1974, 10 mins, silent) and The Catalog (1973–75, 16 mins, silent) focus attention on and derive imagery from the substance of celluloid itself.” —Whitney Museum of American Art. Jon Rubin, who is a fellow at the Center for Advanced Visual Studies at MIT, discusses these two films as having “grown from explorations into the physical nature of the gelatin and dye film emulsion. From a sense of having a restricted ‘palette’ due to the needs of a film industry oriented towards the mimicry of ‘realistic’ color I became involved with that stage of film production least within the filmmaker’s grasp: image development through photochemical processing. It is at this stage of any film production that a uniformly dense strip of celluloid and gelatin is transformed into form and color. My involvement with processing has given me an intuitive input into the filmmaking process in a way not normally possible after initial photography is complete. I attempt to avoid overly scientific and analytic methods to make a somewhat technological procedure more open-ended and revealing. I have become more aware of the organic nature of the film material. . . . When stressed, through the application of heated solutions and non-standard chemicals, an organic substructure is revealed. When a latent image is present, produced through prior photography, a co-existence of random and chosen forms compete and reinforce each other.”
Other films to be screened are: Soup Clerk (1972); No Heroes (1972, 7 mins), which is a single take of a fixed image (water), dealing with the subtle relation of image to sound; and Calves’ Ears (1975, 25 mins, silent). ",1972,,,,PFA Theater,1977-03-21,1977-03-21T21:30,
event_90085,The Films of Jon Rubin  — John Rubin In Person,"“Celluloid, the raw material of cinema, provides the imagery for the films of Paul Sharits and Jon Rubin. In most films, the substance of celluloid is ‘invisible’ in the sense that it is the means by which the images are conveyed past the projector’s light beam. Images are printed on it. . . . Jon Rubin’s Lozenge Lickings (1974, 10 mins, silent) and The Catalog (1973–75, 16 mins, silent) focus attention on and derive imagery from the substance of celluloid itself.” —Whitney Museum of American Art. Jon Rubin, who is a fellow at the Center for Advanced Visual Studies at MIT, discusses these two films as having “grown from explorations into the physical nature of the gelatin and dye film emulsion. From a sense of having a restricted ‘palette’ due to the needs of a film industry oriented towards the mimicry of ‘realistic’ color I became involved with that stage of film production least within the filmmaker’s grasp: image development through photochemical processing. It is at this stage of any film production that a uniformly dense strip of celluloid and gelatin is transformed into form and color. My involvement with processing has given me an intuitive input into the filmmaking process in a way not normally possible after initial photography is complete. I attempt to avoid overly scientific and analytic methods to make a somewhat technological procedure more open-ended and revealing. I have become more aware of the organic nature of the film material. . . . When stressed, through the application of heated solutions and non-standard chemicals, an organic substructure is revealed. When a latent image is present, produced through prior photography, a co-existence of random and chosen forms compete and reinforce each other.”
Other films to be screened are: Soup Clerk (1972); No Heroes (1972, 7 mins), which is a single take of a fixed image (water), dealing with the subtle relation of image to sound; and Calves’ Ears (1975, 25 mins, silent). ","(1972, 7 mins)",7,,,PFA Theater,1977-03-21,1977-03-21T21:30,
event_90086,The Films of Jon Rubin  — John Rubin In Person,"“Celluloid, the raw material of cinema, provides the imagery for the films of Paul Sharits and Jon Rubin. In most films, the substance of celluloid is ‘invisible’ in the sense that it is the means by which the images are conveyed past the projector’s light beam. Images are printed on it. . . . Jon Rubin’s Lozenge Lickings (1974, 10 mins, silent) and The Catalog (1973–75, 16 mins, silent) focus attention on and derive imagery from the substance of celluloid itself.” —Whitney Museum of American Art. Jon Rubin, who is a fellow at the Center for Advanced Visual Studies at MIT, discusses these two films as having “grown from explorations into the physical nature of the gelatin and dye film emulsion. From a sense of having a restricted ‘palette’ due to the needs of a film industry oriented towards the mimicry of ‘realistic’ color I became involved with that stage of film production least within the filmmaker’s grasp: image development through photochemical processing. It is at this stage of any film production that a uniformly dense strip of celluloid and gelatin is transformed into form and color. My involvement with processing has given me an intuitive input into the filmmaking process in a way not normally possible after initial photography is complete. I attempt to avoid overly scientific and analytic methods to make a somewhat technological procedure more open-ended and revealing. I have become more aware of the organic nature of the film material. . . . When stressed, through the application of heated solutions and non-standard chemicals, an organic substructure is revealed. When a latent image is present, produced through prior photography, a co-existence of random and chosen forms compete and reinforce each other.”
Other films to be screened are: Soup Clerk (1972); No Heroes (1972, 7 mins), which is a single take of a fixed image (water), dealing with the subtle relation of image to sound; and Calves’ Ears (1975, 25 mins, silent). ","(1975, 25 mins, silent)",25,,,PFA Theater,1977-03-21,1977-03-21T21:30,
event_90087,A Tribute to John Frankenheimer—John Frankenheimer In Person! In Wheeler Auditorium $2.50,"French film director Jean-Pierre Gorin (co-director with Jean-Luc Godard of Tout va bien, Pravda, Wind From the East, etc.) is more known in some circles as a gourmet chef than as a filmmaker. Hence the unusual angle of this appreciation by Gorin of John Frankenheimer’s The Manchurian Candidate: 
“Among French ‘chefs’ John Frankenheimer’s reputation is solidly established: they consider him as one of their peers, i.e. a master. And this implies two things. First, that I would like J.F. to cook for us one of these days. Second, that great cooks may be the only movie experts we have in France. They may not known a damn thing about The Manchurian Candidate but they have felt subconsciously what cooking mastery it takes to process such a witch’s brew as this film. Take all the political anxieties of the ’50s (Korea, the Commies are comin’, brainwashing, rather fight than switch, gallows for the pinkos), add a heavy touch of Freudian schlock (Mom, why did you throw me out in the big wide world), turn the still-young Frank Sinatra into a Kung Fu expert, stir . . . and you’ll get—if you are John Frankenheimer—a moving tapestry which recaptures in a totally slapstick way some of the elements of our present times. Which tends to prove, against all preconceived ideas, that politics might be a short cut to poetics.” 
With Laurence Harvey, Janet Leigh and Angela Lansbury. (1962, 126 mins, 35mm, print courtesy of United Artists) ","With Laurence Harvey, Janet Leigh and Angela Lansbury. (1962, 126 mins, 35mm, print courtesy of United Artists) ",126,United Artists,,Wheeler Auditorium,1977-03-21,1977-03-21T19:30,
event_90088,A Tribute to John Frankenheimer—John Frankenheimer In Person! In Wheeler Auditorium $2.50,"“A cold, gray, frightening picture of a dehumanized world; a skillful, controlled, intense, amalgam of mystery, horror and science fiction based on the age-old theme of the search for eternal youth, and the premise: what would you do if you had your life to live over again—what would you do if you had a second chance? Arthur Hamilton, a bored and overweight banker, gets a second chance. What happens to Hamilton in his second life, how he comes to realize too late how he ruined his first one, how the promise and joys of youth were wasted in the frantic race for self-advancement and materialistic well-being, is brilliantly told by Frankenheimer . . . and photographed in a stark, distorted and mobile style by James Wong Howe.”—John Baxter
Directed by John Frankenheimer. Screenplay by Lewis John Carlino. With Rock Hudson, Salome Jens, Will Geer. (1966, 106 mins, 35mm, print courtesy of Paramount)","Directed by John Frankenheimer. Screenplay by Lewis John Carlino. With Rock Hudson, Salome Jens, Will Geer. (1966, 106 mins, 35mm, print courtesy of Paramount)",106,Paramount,,Wheeler Auditorium,1977-03-21,1977-03-21T19:30,
event_90089,Program Selection by Phillip Lopate,"According to Yasujiro Ozu, “I started out to make a film about children and ended with a film about grown-ups.” One of the Japanese master’s greatest works. 
(1932, 89 mins, English intertitles, print courtesy of New Yorker films) ","(1932, 89 mins, English intertitles, print courtesy of New Yorker films) ",89,New Yorker films,,PFA Theater,1977-03-22,1977-03-22T19:30,
event_90090,Program Selection by Phillip Lopate,"Nagisa Oshima has gained worldwide fame with his new film on sex and death, The Empire of the Senses. But Boy remains his best film to date. “Brechtian devices and the modern avant-garde merge in an icy, terrifying con game based on a true incident in which a boy is forced by parents to throw himself into the path of automobiles so they can blackmail the driver.” —Amos Vogel
Directed by Nagisa Oshima. (1969, 97 mins, 35mm, color, print from PFA Collection)","Directed by Nagisa Oshima. (1969, 97 mins, 35mm, color, print from PFA Collection)",97,PFA Collection,,PFA Theater,1977-03-22,1977-03-22T21:10,
event_90091,Two Jean-Paul Sartre Adaptations,"“Although Sartre’s defeatist existentialist philosophy influenced most of the purely dramatic and very downbeat French films of the post-World War Two period, actual filming of his work was delayed until the later ’40s. Les jeux sont faits was his first foray into writing directly for the screen. . . . It is a beautiful controlled performance from Micheline Presle, a surprisingly good one from Marcel Pagliero, and a hauntingly melancholic score from Georges Auric at his Wagnerian best. . . . It’s a pessimistic film but—like a Keaton film—not a depressing one, since the pessimism is taken for granted. And there are certainly moments of joyful comedy—particularly from the magnificent Marguerite Moreno as the ante-room secretary to Sartre’s particular heaven—or hell.” —William K. Everson
Directed by Jean Delannoy. Original scenario by Jean-Paul Sartre. (1947, 105 mins, English subtitles, print courtesy of Trans-World Films) ","Directed by Jean Delannoy. Original scenario by Jean-Paul Sartre. (1947, 105 mins, English subtitles, print courtesy of Trans-World Films) ",105,Trans-World Films,,PFA Theater,1977-03-23,1977-03-23T19:00,1977-03-23T22:45
event_90092,Two Jean-Paul Sartre Adaptations,"A riveting adaptation of Sartre’s play about an idealistic young communist who is ordered to assassinate an underground party boss suspected of collaborating with nationalist in an unspecified European country. Both Daniel Gelin as the hesitant assassin and Pierre Brasseur as the complicated party leader give superb performances in parts which call for them to deliver streams of Sartrian dialogue. 
Directed by Fernand Rivers. (1952, 100 mins, English subtitles, print courtesy of Trans-World Films) ","Directed by Fernand Rivers. (1952, 100 mins, English subtitles, print courtesy of Trans-World Films) ",100,Trans-World Films,,PFA Theater,1977-03-23,1977-03-23T20:55,
event_90093,,"Directed by Mikhail Romm (Lenin In October, Nine Days of One Year), Attack from the Sea is a biographical film about one of the greatest Russian naval heroes, Admiral Ushakov. Here he leads a Russo-Italo-British thrust against Napoleon’s Mediterranean aggression. Portrayed in the film are Suvorov, Napoleon, Lord and Lady Hamilton, Nelson, William Pitt and others. 
(1953, 93 mins, English titles, print courtesy of MacMillan Audio Brandon) ","(1953, 93 mins, English titles, print courtesy of MacMillan Audio Brandon) ",93,MacMillan Audio Brandon,,PFA Theater,1977-03-24,1977-03-24T17:30,
event_90094,,"Generally considered the most talented Georgian filmmaker, and the most troublesome for the authorities, Otar losseliani has made four feature films, of which two—When the Leaves Fall and A Singing Blackbird—have been shown abroad to great acclaim. When the Leaves Fall is typical of the best Georgian films in seeming light and low-key on the surface, until the satire begins to cut very deep. In a style similar to the Italian Ermanno Olmi, the film begins with observations of awkward adolescence in the story of a young boy who gets his first job in a wine factory. Soon he notices that the manager is fiddling his quotas, and eventually learns the hard way that corruption is the only way to get in by an economic system which works one way in theory, another in day-to-day practice.
(1967, 80 mins, 35mm, English titles)","(1967, 80 mins, 35mm, English titles)",80,,,PFA Theater,1977-03-24,1977-03-24T19:30,
event_90095,Recent Works of Animation and Film Graphics,"Freud Explains His Position Concerning the Cinema by Antoine Valma (1976, 40 sec., color, print courtesy of Serious Business). Made in France, a witty and expressive satire; Freud’s position, as might be expected, is sexual in origin and quickly comes to a flag-waving climax. 

Viewmaster by George Griffin (1976, 2 ½ mins, color, print courtesy of Serious Business). A lighthearted appreciation of the principle of viewing movement originally studied by Eadweard Muybridge. Using a cycle of eight drawings, Griffin pans a lineup of animated runners, among them a small army of spear-carrying waiters, an amorphous red blob, a cartoon character ant and a mechanical man. Ranging in style from watercolor wash to soft pencil shading or hard radiograph line, they are sprinting for the joy of it. ","by Antoine Valma (1976, 40 sec., color, print courtesy of Serious Business)",40 sec.,Serious Business,,PFA Theater,1977-03-24,1977-03-24T21:00,
event_90096,Recent Works of Animation and Film Graphics,"Freud Explains His Position Concerning the Cinema by Antoine Valma (1976, 40 sec., color, print courtesy of Serious Business). Made in France, a witty and expressive satire; Freud’s position, as might be expected, is sexual in origin and quickly comes to a flag-waving climax. 

Viewmaster by George Griffin (1976, 2 ½ mins, color, print courtesy of Serious Business). A lighthearted appreciation of the principle of viewing movement originally studied by Eadweard Muybridge. Using a cycle of eight drawings, Griffin pans a lineup of animated runners, among them a small army of spear-carrying waiters, an amorphous red blob, a cartoon character ant and a mechanical man. Ranging in style from watercolor wash to soft pencil shading or hard radiograph line, they are sprinting for the joy of it. ","by George Griffin (1976, 2 ½ mins, color, print courtesy of Serious Business)",2.5,Serious Business,,PFA Theater,1977-03-24,1977-03-24T21:00,
event_90097,A Tribute to Henri-Georges Clouzot (1907–1977),"At a recent New York revival, The New Yorker has this t say about one of the less-seen works by the French master of suspense (Wages of Fear, Diabolique): “A stunningly well-made entertainment by Henri-Georges Clouzot features the master actor Louis Jouvet in the role of a police inspector. His world is contrasted with that of the music hall, represented by the full-blown, hypersexual Suzy Delair. When this voluptuous slut sings ‘Avec Son Tra-La-La’ she may make you wonder if the higher things in life are worth the trouble. With Bernard Blier (who studied with Jouvet) as a worshipful masochist, and, as a lesbian photographer, Simone Renant, at the time said to be the most beautiful actress in Paris. The film took the grand prize at Venice in 1947, but in this country never got the audience it deserved.” 
(1947, 110 mins, English titles, print courtesy of MacMillan Audio Brandon) ","(1947, 110 mins, English titles, print courtesy of MacMillan Audio Brandon)",110,MacMillan Audio Brandon,,PFA Theater,1977-03-25,1977-03-25T19:30,
event_90098,A Tribute to Henri-Georges Clouzot (1907–1977),"Clouzot updates Abbe Prevost’s novel “Manon Lescaut,” with 16-year-old Cecile Aubry as the luxury-crazed young wanton and Michel Auclair as the enslaved lover she drags through the brothels and black markets of post-war France. An extremely sordid story, Manon was attacked in France as immoral and cut for its first showings in this country. 
With Serge Reggiani, Gabrielle Dorziat. (1949, 90 mins, English titles, print courtesy of Trans-World Films)","With Serge Reggiani, Gabrielle Dorziat. (1949, 90 mins, English titles, print courtesy of Trans-World Films)",90,Trans-World Films,,PFA Theater,1977-03-25,1977-03-25T19:30,
event_90099,"Programs Selection by Phillip Lopate—Two Films by John Ford, $1.50 adults/$1.00 children","Despite the presence of Shirley Temple (whose performance, under Ford’s direction, is not nearly as painful as one might expect), Wee Willie Winke is basically a John Ford adventure film—an action-packed yarn set on the Northern frontier of Kipling’s India in the shadow of the Khyber Pass. Ostensibly, the film centers on a young American widow and her daughter (Shirley), who journey to India seeking protection from Shirley’s grandfather, who happens to be Colonel of the Highland Regiment—but Ford’s real interest is in the Regiment itself. His resonant portrait of the closely-knit Army community foreshadows the frontier outposts of the Cavalry Trilogy, especially given the glorious presence of Victor McLaglen as the crusty but sentimentally susceptible Top Sergeant MacDuff, and C. Aubrey Smith as The Colonel. Needless to say, the logic of the plot does not bear close examination, but who cares? Kids will adore the characters and thrill to excitement; adults will discover many Fordian touches, ranging from the ritualized songs and dances that unite the post to one of Ford’s most touching funerals.” —Michael Goodwin 
Directed by John Ford. Based on a story by Rudyard Kipling. With Shirley Temple, Victor McLaglen, C. Aubrey Smith, June Lang. (1937, 105 mins, print courtesy of Films Inc.) 

How Green Was My Valley
John Ford’s classic adaptation of Richard Llewellyn’s novel about a Welsh mining family. An elaborate Welsh village set was built at Fox for this film, which was stunningly photographed by Arthur Miller. With Walter Pidgeon, Maureen O’Hara, Roddy McDowell, John Loder, Sara Allgood. (1941, 118 mins, print courtesy of Films Inc.) 
Directed by John Ford. Based on a story by Rudyard Kipling. With Shirley Temple, Victor McLaglen, C. Aubrey Smith, June Lang. (1937, 105 mins, print courtesy of Films Inc.) ","Directed by John Ford. Based on a story by Rudyard Kipling. With Shirley Temple, Victor McLaglen, C. Aubrey Smith, June Lang. (1937, 105 mins, print courtesy of Films Inc.) ",105,Films Inc.,,PFA Theater,1977-03-26,1977-03-26T14:30,
event_90100,"Programs Selection by Phillip Lopate—Two Films by John Ford, $1.50 adults/$1.00 children","Despite the presence of Shirley Temple (whose performance, under Ford’s direction, is not nearly as painful as one might expect), Wee Willie Winke is basically a John Ford adventure film—an action-packed yarn set on the Northern frontier of Kipling’s India in the shadow of the Khyber Pass. Ostensibly, the film centers on a young American widow and her daughter (Shirley), who journey to India seeking protection from Shirley’s grandfather, who happens to be Colonel of the Highland Regiment—but Ford’s real interest is in the Regiment itself. His resonant portrait of the closely-knit Army community foreshadows the frontier outposts of the Cavalry Trilogy, especially given the glorious presence of Victor McLaglen as the crusty but sentimentally susceptible Top Sergeant MacDuff, and C. Aubrey Smith as The Colonel. Needless to say, the logic of the plot does not bear close examination, but who cares? Kids will adore the characters and thrill to excitement; adults will discover many Fordian touches, ranging from the ritualized songs and dances that unite the post to one of Ford’s most touching funerals.” —Michael Goodwin 
Directed by John Ford. Based on a story by Rudyard Kipling. With Shirley Temple, Victor McLaglen, C. Aubrey Smith, June Lang. (1937, 105 mins, print courtesy of Films Inc.) 

How Green Was My Valley
John Ford’s classic adaptation of Richard Llewellyn’s novel about a Welsh mining family. An elaborate Welsh village set was built at Fox for this film, which was stunningly photographed by Arthur Miller. With Walter Pidgeon, Maureen O’Hara, Roddy McDowell, John Loder, Sara Allgood. (1941, 118 mins, print courtesy of Films Inc.) 
Directed by John Ford. Based on a story by Rudyard Kipling. With Shirley Temple, Victor McLaglen, C. Aubrey Smith, June Lang. (1937, 105 mins, print courtesy of Films Inc.) ","With Walter Pidgeon, Maureen O’Hara, Roddy McDowell, John Loder, Sara Allgood. (1941, 118 mins, print courtesy of Films Inc.) ",118,Films Inc.,,PFA Theater,1977-03-26,1977-03-26T14:30,
event_90101,,"As Fellini’s epics get more and more empty and self-indulgent, it seems hopeless to wish for him to return to real people and real Italian settings. Looking at Nights of Cabiria—arguably his best film—today, one sees no signs of the cancerous vulgarity which infected Fellini in the ‘60s and reached Ken Russell proportions in Casanova. In Nights of Cabiria, Fellini’s wife Giulietta Masina gives a very touching performance as a little prostitute living on the outskirts of Rome. Despite continuing hardships and suffering, Cabiria struggles constantly: for Fellini, the character symbolizes humility, trust and hope. In this film, Fellini achieves a purity of expression and a level of sustained pathos worthy of Chaplin. 
Directed by Federico Fellini. Screenplay by Fellini, Ennio Flaiano, Tullio Pinelli. Additional dialogue by Pier Paolo Pasolini. Music by Nino Rota. (1957, 110 mins, 35mm, English titles, print courtesy of Avco Embassy) ","Directed by Federico Fellini. Screenplay by Fellini, Ennio Flaiano, Tullio Pinelli. Additional dialogue by Pier Paolo Pasolini. Music by Nino Rota. (1957, 110 mins, 35mm, English titles, print courtesy of Avco Embassy) ",110,Avco Embassy,,PFA Theater,1977-03-26,1977-03-26T19:30,1977-03-26T21:30
event_90102,,"Well received at several international film festivals, The First Swallow is the work of a young Georgian woman director named Nana Mchelidze. “A coastal town at the beginning of the century sees the setting up of the first Georgian football team. The hero becomes the town’s goalkeeper and falls for the tender Elene, but complications occur in both his love life and his football career. Then the time comes for the Swallows to play a team from a British ship moored nearby . . . A lively, boisterous comedy played in a rather broad manner with some nice jokes and situations.” —John Gillett. 
(1975, 85 mins, color, 35mm, English titles) ","(1975, 85 mins, color, 35mm, English titles) ",85,,,PFA Theater,1977-03-27,1977-03-27T14:30,
event_90103,Program Selection by Phillip Lopate,"One of the Italian Neo-Realist classics, Vittorio De Sica’s Shoeshine focuses on two young Roman street-urchins who become involved in petty crime and black-market dealings, winding up in the grim Regina Coeli prison, where competition for survival is even more intense. Tragic and pessimistic, Shoeshine is also moving and compassionate in a way that is not defeatist. As James Agee wrote: “I have seldom seen the more ardent and virile of the rational values more firmly defended, or the effects of their absence more pitifully and terribly demonstrated.” 
Directed by Vittorio De Sica. Screenplay by Cesare Zavattini. With Rinaldo Smordoni, Franco Interlenghi. (1946, 93 mins, 35mm, English titles, print courtesy of Kino International)","Directed by Vittorio De Sica. Screenplay by Cesare Zavattini. With Rinaldo Smordoni, Franco Interlenghi. (1946, 93 mins, 35mm, English titles, print courtesy of Kino International) ",110,PFA Study Collection,,PFA Theater,1977-03-27,1977-03-27T16:30,1977-03-27T20:15
event_90104,New Brazilian Cinema—Director Jorge Bodansky In Person! ,"The most important development in recent Brazilian Cinema is the emergence of a semi-documentary approach to the treatment of social and political themes in fictive films about Brazilian life today. The best film of this tendency—which runs counter to the dialectic/operatic approach of Glauber Rocha and the main Cinema Novo directors—is Jorge Bodanzky’s Iracema, which shows the “New Brazil” of the Trans-Amazon highway and the developing outback in images to graphic that the film has been banned from release in Brazil. Iracema (an anagram for America) is a 14-year-old Indian girl who leaves her village on the Amazon to find out what life is like in the big city (Belem). There she survives by prostitution, until she meets a truck driver on the Trans-Amazon Highway route who takes her on the road. For Iracema, the journey on the highway symbolizing the “new” Brazil of fantastic wealth and mobility leads straight back to the same misery and resignation. Both the young Indian girl (Edna de Cassia) and Paulo Cesar Pereio (as the truck driver) give extraordinary performances; and Bodansky’s color camerawork captures the beauty and squalor of Amazonia in riveting detail. 
Conceived, directed and photographed by Jorge Bodanzky, with the collaboration of Wolf Gauer. Screenplay by Orlando Sena. (1976, 90 mins, color, 35mm, print courtesy of Stopfilm) ","Conceived, directed and photographed by Jorge Bodanzky, with the collaboration of Wolf Gauer. Screenplay by Orlando Sena. (1976, 90 mins, color, 35mm, print courtesy of Stopfilm) ",90,Stopfilm,,PFA Theater,1977-03-28,1977-03-28T19:30,
event_90105,,"We are hopeful that Jorge Bodanzky will be able to bring a subtitled print of his second feature, Gitirana, which also has been banned in Brazil, for this slot. At this writing, we cannot confirm Gitirana. Please look for announcements by mid-March on what film will be shown in this slot. ","Directed and written by Robert Nelson. (1977, 47 mins, color, print courtesy of Filmmaker)",,,,,1977-03-28,1977-03-28T21:30,
event_90106,A New Film by Robert Nelson,"Part One of Robert Nelson’s feature Suite California, unlike the rest of the film, uses actors and a story and was shot on the California-Mexico border near Tijuana. The actors, all non-professionals, spoke their lines in a form of “gringo-Spanish” which are translated into English in the film with subtitles. It is a film about California and the California border, and about Hollywood as a “powerful personification of a lot of the character that is the image of California, the romantic image, because it’s Hollywood California. And the image of California is what that’s broadcasting. Broadcasting is media and Hollywood is media and so Hollywood is almost like painted to the image of California.” —R.N., “Criss-Cross Art Communications.” Robert Nelson has long been associated with the West Coast “underground” or independent film movement, and what has been described as a “funk humor style.” For several years he taught filmmaking at Cal Arts, a school funded by Disney, and not far from Hollywood, and Suite California is the result of Nelson’s love/hate and fear of Hollywood, of being so close to it, and of wanting at the same time to “pull off” a dramatic independent feature. 
Directed and written by Robert Nelson. (1977, 47 mins, color, print courtesy of Filmmaker)
Plus, and preceded by, 
Deep Western (1974, 5 ½ min, color, print courtesy of Filmmaker). A collaborative film by William Henderson, William Wiley, William Gies, Robert Nelson. A jump-cut movie, a collective absurdity and tribute to a friend of the filmmakers who has recently died. ","Directed and written by Robert Nelson. (1977, 47 mins, color, print courtesy of Filmmaker)",47,Filmmaker,,PFA Theater,1977-03-29,1977-03-29T19:30,
event_90107,A New Film by Robert Nelson,"""Part One of Robert Nelson’s feature Suite California, unlike the rest of the film, uses actors and a story and was shot on the California-Mexico border near Tijuana. The actors, all non-professionals, spoke their lines in a form of “gringo-Spanish” which are translated into English in the film with subtitles. It is a film about California and the California border, and about Hollywood as a “powerful personification of a lot of the character that is the image of California, the romantic image, because it’s Hollywood California. And the image of California is what that’s broadcasting. Broadcasting is media and Hollywood is media and so Hollywood is almost like painted to the image of California.” —R.N., “Criss-Cross Art Communications.” Robert Nelson has long been associated with the West Coast “underground” or independent film movement, and what has been described as a “funk humor style.” For several years he taught filmmaking at Cal Arts, a school funded by Disney, and not far from Hollywood, and Suite California is the result of Nelson’s love/hate and fear of Hollywood, of being so close to it, and of wanting at the same time to “pull off” a dramatic independent feature. 
Directed and written by Robert Nelson. (1977, 47 mins, color, print courtesy of Filmmaker)
Plus, and preceded by, 
Deep Western (1974, 5 ½ min, color, print courtesy of Filmmaker). A collaborative film by William Henderson, William Wiley, William Gies, Robert Nelson. A jump-cut movie, a collective absurdity and tribute to a friend of the filmmakers who has recently died. ""","(1974, 5 ½ min, color, print courtesy of Filmmaker)",5.5,Filmmaker,,PFA Theater,1977-03-29,1977-03-29T19:30,
event_90108,,"Though male chauvinism is deeply ingrained in the culture of Georgia, several women directors of note have emerged in the New Georgian Cinema, none more active than Lana Gogoberdize. Scandal in Salkhineti has been described by John Gillett as “a lavish attempt at a period musical with witty design, colorful costuming, and several big ensemble numbers featuring children as well as adult dancers.” 
(1974, 75 mins, color, English titles) ","(1974, 75 mins, color, English titles)",75,,,PFA Theater,1977-03-29,1977-03-29T21:00,
event_90109,Program Selection by Phillip Lopate,"Out of cult director Douglass Sirk’s (Tarnished Angels, Written on the Wind) lesser-known works, Weekend with Father shares with Sirk’s other family melodramas of the ‘50s a much darker vision (characters manipulate each other ruthlessly) of American life than might be suggested by the title or the plot summary. 
Directed by Douglas Sirk. With Van Heflin, Patricia Neal, Gigi Perrau, Virginia Field, Richard Denning. (1951, 83 mins, print courtesy of Universal 16)","Directed by Douglas Sirk. With Van Heflin, Patricia Neal, Gigi Perrau, Virginia Field, Richard Denning. (1951, 83 mins, print courtesy of Universal 16)",83,Universal 16,,PFA Theater,1977-03-30,1977-03-30T19:30,
event_90110,Program Selection by Phillip Lopate,"Vicente Minnelli’s underrated comedy in which a six-year-old boy takes an active interest in his recently widowed father’s plans for remarriage. 
Directed by Vicente Minnelli. Screenplay by John Gay. With Glenn Ford, Stella Stevens, Ronny Howard. (1963, 117 mins, color, print courtesy of Films Inc.) ","Directed by Vicente Minnelli. Screenplay by John Gay. With Glenn Ford, Stella Stevens, Ronny Howard. (1963, 117 mins, color, print courtesy of Films Inc.) ",117,Films Inc.,,PFA Theater,1977-03-30,1977-03-30T21:00,
event_90111,Director Rene Allio In Person! ,"The first feature of theatre designer and director Rene Allio, The Shameless Old Lady is an adaptation of Bertolt Brecht’s story about a 70-year-old woman who—after 60 years of servitude as dutiful daughter, wife and mother—cuts loose, to the consternation of her stuffy offspring. Madame Bertini, incomparably played by the renowned Sylvie, becomes a veritable whirlwind of activity in the final 18 months of her life. Allio’s most recent film, Moi Pierre Riviere, will be shown April 1 at 8:00 in Wheeler Auditorium. 
(1966, 95 mins, in French with English title, print courtesy of Teyman Films) ","(1966, 95 mins, in French with English title, print courtesy of Teyman Films) ",95,Teyman Films,,PFA Theater,1977-03-31,1977-03-31T19:00,
